"","logFC","logCPM","PValue","FDR"
"YNL143C",-0.908767555372866,3.3229145948069,0.0457625944422999,0.0836920981095394
"YGR101W",-0.374553846870245,5.68914271327569,0.0457672116980731,0.0836920981095394
"YEL024W",-0.365866991661042,5.73920979481123,0.0457711052023778,0.0836920981095394
"YAL047C",-0.439224791667422,4.66142692312995,0.045822755876008,0.0837606569410995
"YHR170W",0.34306540933618,7.17138603871833,0.0459403718219564,0.083949715895774
"YDL201W",0.48461654813094,5.45692108881585,0.0460061525128386,0.0840439655506224
"YML021C",-0.330547840082862,5.4613511796124,0.0460989383073874,0.0841874746804973
"YJL138C",0.20546192493549,9.93601454166639,0.0464365930839758,0.0847779454729666
"YJL208C",0.677777365175502,4.22590150840918,0.0464864968078588,0.0848428752659163
"YOL103W-B",1.969116233097,6.34436000966262,0.0465877135015502,0.0850013878472625
"YJL085W",-0.434921752215132,5.30565253625161,0.046755381554837,0.0852810088347627
"YKL156W",0.262910028425902,8.25386350667733,0.0468167870865961,0.0853666962068996
"YNL107W",-0.545619057035018,4.35423820230835,0.0468703046990902,0.0854379522195061
"YDL006W",-0.305556676081883,5.58250482779034,0.0469210003014241,0.0855040217996693
"YPL194W",-0.527026846367007,4.46787489098117,0.0470045996839165,0.0856299927123566
"YDL234C",0.24269133499398,7.2946714292231,0.0470638870171302,0.085711609566131
"YOR113W",-0.341229967107487,5.84387280268848,0.0470941949409073,0.0857404158354918
"YPL213W",-0.49710844099621,4.74471136269356,0.0471227323248394,0.085765981902822
"YKL053C-A",-0.323890393813623,5.91739816288888,0.0471979607139661,0.0858728644873145
"YBR179C",-0.314160677772972,5.70626247588988,0.0472104830449948,0.0858728644873145
"YKR064W",-0.37284822524489,5.33023428108045,0.0473307877393753,0.0860463818614256
"YFL010W-A",-0.324239576488869,6.50362565292879,0.0473349624740477,0.0860463818614256
"YBR049C",-0.277717971393329,6.15421843495476,0.0473853561501064,0.0861115332740109
"YHR048W",-0.38256425962826,5.48542230829602,0.0475485961327498,0.0863816528454039
"YGL068W",0.236101334158124,6.80694551571275,0.0476731460496405,0.0865604629077962
"YDL087C",-0.338439146313523,5.23815836605676,0.0476762799757492,0.0865604629077962
"YMR214W",-0.247017358431223,6.83704721686462,0.047715904712814,0.0866058307318161
"YGR267C",-0.208962343108058,7.69876528844518,0.0478849573526483,0.0868860143071512
"YGL254W",-0.442034600666702,4.87439747791404,0.0479097135024656,0.0869042841183596
"YDR028C",-0.222110805313501,8.21525884095024,0.0479247312669963,0.0869048835141946
"YMR231W",-0.312595805465904,5.77818499404824,0.0479575790709896,0.0869378049519135
"YDR221W",-0.307604534928649,6.04779506168267,0.0479742147908424,0.0869413258552571
"YJL125C",0.58467709524274,4.7353727031548,0.048063457972397,0.0870721593320236
"YBL034C",-0.446708736196629,4.86455590354297,0.0480758398745515,0.0870721593320236
"YDR265W",-0.34304481658558,5.36045705757122,0.0480978025869341,0.087085280877261
"YPL001W",-0.517502713631053,4.64273298491593,0.0481754330902619,0.087199154969434
"YPL263C",0.318248398200896,6.24656539785793,0.0482927834223238,0.0873668853545822
"YPL156C",0.62485435540153,5.23806440129939,0.0482976308931618,0.0873668853545822
"YGR049W",-0.354899810218123,5.6794978735278,0.0484069792896474,0.0875379267899888
"YBR017C",0.3009577194541,6.85870022722503,0.0485643241749908,0.0877956327966455
"YER071C",-0.642179133994036,4.08950904780071,0.0486158713224836,0.0878619763638166
"YFL027C",-0.398197460669211,5.21886947275625,0.0487694988994834,0.0880931480692871
"YOL103W",-0.259117445448685,6.77954581435232,0.0487735597557858,0.0880931480692871
"YER035W",-0.290902740648785,5.98203201480329,0.0488549132714379,0.088213158934116
"YER121W",-0.587301738125002,3.92279302216357,0.0488984954855877,0.088264916957969
"YNL245C",-0.327740593857343,5.47685517621575,0.0489591242984346,0.0883474042311186
"YDR357C",-0.590437607831097,4.12264208947792,0.0490431735391122,0.0884720908021119
"YKR035W-A",-0.219467360178847,7.48894179351111,0.0491404570716547,0.0886205682697291
"YOR177C",-1.07592051031616,3.11402490838903,0.0492044386672364,0.0886988636145445
"YGR280C",0.508749031664649,5.98537463184825,0.0492138531767026,0.0886988636145445
"YOR042W",-0.249850126255498,7.9459520181054,0.0492786692395036,0.0887886376035758
"YJR032W",-0.38568856966767,5.07720571483911,0.0493525867354024,0.0888947505976791
"YMR184W",-0.406375694394649,5.15267379968515,0.0494348989484827,0.0890159151181291
"YOR166C",-0.485508807438502,4.91805989972979,0.0495000487221578,0.0891061114356579
"YBR258C",-0.534460771964951,4.33857275307285,0.049613069029326,0.0892823994667038
"YBR106W",-0.175955293196527,9.49491610628074,0.0496602040353218,0.0893400508595315
"YNL026W",-0.308197885577557,6.25014936010148,0.0497838270769861,0.0895352294269077
"YMR152W",-0.241832355395888,6.67434591822545,0.0498346911680716,0.0895891918409715
"YIL002C",-0.307968941522382,6.15527779229724,0.0498441134934051,0.0895891918409715
"YMR237W",-0.231807180346639,7.14948443416359,0.0500487559250385,0.089898798484467
"YNL097C",-0.263441166229636,6.79406979343625,0.0500603812679002,0.089898798484467
"YNL025C",-0.350679913854779,5.36351489838976,0.0500619471026397,0.089898798484467
"YDR223W",-0.463671056478582,4.42816243695004,0.0501003491315933,0.0899404629282882
"YJL116C",-0.428888035735961,4.84781276330157,0.0501839769515458,0.0900632670980578
"YBR056W",-0.254469130490715,7.1843948997114,0.0502349085749158,0.0901193882461921
"YMR138W",-0.449475565284108,4.54386052412444,0.0502457092824384,0.0901193882461921
"YHR014W",-0.941394747807959,2.53737323854223,0.0502874958928805,0.0901670039994466
"YGL143C",-0.367755470956574,5.29153701932833,0.0503713069991617,0.0902668263778968
"YEL005C",-0.408006974049143,4.67991902503491,0.0503736793476112,0.0902668263778968
"YJR031C",-0.300365768640065,5.69204161511208,0.0504772830353016,0.0904125364913804
"YMR059W",-0.599616272576535,3.7689464619263,0.0504855535858579,0.0904125364913804
"YML051W",-0.264231910415422,6.62413163184517,0.0506770916471221,0.0907280941833651
"YKL215C",-0.272744134933637,6.12307190135076,0.0506946098854824,0.090732004444162
"YOR221C",0.313715018742061,5.88438958652118,0.0507603047010897,0.0908221115561983
"YEL027W",-0.18075531221125,9.4261120127183,0.0509330884827787,0.0911037135890574
"YER016W",-0.253392358249489,6.81760048428823,0.0509800607276915,0.0911601750757784
"YAL012W",-0.276173746020723,9.29413534294783,0.0511009638559928,0.0913487622767098
"YJL094C",-0.382977292396624,6.2837462817452,0.0512094245498973,0.0915150000186477
"YNL257C",-0.358077624984237,6.06882875342307,0.0513520545117137,0.0917314595949627
"YEL056W",-0.269279902023426,6.57974955673454,0.0513615557948473,0.0917314595949627
"YPL063W",-0.252793528658002,7.56663388706605,0.0513876734264662,0.0917504114859386
"YGL014W",-0.249173572725645,7.31851185824258,0.0514036352256167,0.0917512246244265
"YDR190C",0.222077480893861,7.74627590910641,0.0514397729699777,0.0917880388007715
"YMR136W",0.251079910970084,7.57841011162844,0.0514742752140186,0.0918219133076117
"YGR261C",-0.242413615108415,6.6962483884398,0.0515163869185724,0.0918693373710648
"YFR019W",-0.285741969266021,6.15693550730563,0.0517314308946607,0.092225030612747
"YDR192C",-0.345299790731793,5.22048807476644,0.0517594077887701,0.0922471132187207
"YNL326C",-0.407683840131918,4.95898272496063,0.0520157059405835,0.0926759807438821
"YBR104W",0.385822783885689,5.3256262093681,0.0520338080166011,0.0926803257177088
"YLR033W",-0.363151138166142,6.27679107603955,0.0522006675442433,0.092949548558317
"YDL166C",-0.332175332371876,6.13170043688435,0.0522173247570255,0.0929512366387846
"YDR129C",-0.198433400212842,8.94729643448418,0.0525436790941848,0.0935040448722681
"YLR002C",0.531556997545372,5.4840808311232,0.0526325658517818,0.0936340625811764
"YBR259W",-0.571001759783357,4.6293116572938,0.0528699996714619,0.0940281899777698
"YER007W",-0.681500785296645,3.6039673523192,0.0529648515270955,0.0941685776700192
"YOR010C",-0.497362217865966,4.72321447053581,0.0530100081996217,0.0942205522731035
"YOR009W",0.336452638111683,5.82884593014909,0.0530384181953524,0.0942427388774475
"YCR106W",-0.514790346810802,4.21341876588354,0.0531021453634433,0.0943276475879598
"YDR400W",-0.392760114851889,5.19262505301993,0.0531778153693168,0.0944337135474932
"YML013W",-0.308758856444766,6.77721833068817,0.0532555732046375,0.0945434223377857
"YER161C",-0.282130526295246,6.64366586412736,0.0536672066352464,0.0952456093763506
"YDR410C",-0.417754144767835,5.41172868944348,0.0536873922260934,0.095252863508784
"YOR372C",-0.337482149273025,5.44271582662927,0.0541997859356091,0.0961331335074937
"YBR291C",-0.351354433075642,5.11034966709172,0.0542203922320494,0.0961408633014792
"YNL176C",-0.248340776620356,7.06958784820785,0.054379394305824,0.0963939113563692
"YJL201W",-0.325087378841875,5.4949080632608,0.0544999258921902,0.0965786347721142
"YLR110C",-0.179369153275267,13.1239213552414,0.0546473810183987,0.0968109441574446
"YBR058C-A",-0.339368960541468,5.76383236961087,0.0546734687783255,0.0968281696382377
"YJR098C",-0.566703568394239,4.5039566587876,0.0548632236168598,0.0971351568345181
"YNL098C",0.215172133649593,8.88530125502986,0.0549412782235283,0.0972442546361403
"YDR305C",-0.419610699508879,5.09564452847441,0.055029070882248,0.0973705180652695
"YDR171W",0.219028295897364,8.71593184856545,0.055141927618746,0.0975410420687952
"YIL063C",-0.303306472207838,6.38949612842527,0.0553573285313214,0.0978928012312697
"YLR044C",0.246608719318035,13.5895001270882,0.0554954225689091,0.0981064462594505
"YGR222W",-0.415269616411468,5.10000892607657,0.0555113033761433,0.0981064462594505
"YMR243C",-0.216658932711549,7.8371984943824,0.0555526169425442,0.0981501446548325
"YHR038W",-0.541909782881857,4.34638670317733,0.0555716600769991,0.0981544813957025
"YER006W",0.391763827686064,6.99253787021974,0.0557028905099706,0.0983303419338499
"YNL222W",-0.476589067061728,4.34718244422209,0.0557118826452536,0.0983303419338499
"YDL123W",-0.298473540570937,5.60836902056942,0.0557210810383976,0.0983303419338499
"YGR173W",0.432377630941657,5.44054396358092,0.0557690760687453,0.0983856956168056
"YKR050W",-0.313176069994534,6.41079836726449,0.0558622248831088,0.0985206511574828
"YMR019W",-0.330257243917089,5.86413422345304,0.0559603390230915,0.0986642806911897
"YJR126C",-0.202252045018749,7.56984472390819,0.0559807618496024,0.0986708870610954
"YCR051W",0.190641447519822,7.85218230713605,0.0561957379175862,0.0990203041269678
"YKL122C",-0.400623452209918,6.38962765457659,0.0562245321460261,0.0990415470997428
"YKL213C",-0.203654786178175,7.24452567932881,0.0566399038351626,0.0997435449382908
"YJR123W",0.14729567892921,11.6466181116601,0.0569658781025033,0.100287741961473
"YBR058C",-0.278398376095067,6.36273127891694,0.0572554731261162,0.10076758908008
"YLL012W",0.360701656664141,5.7011484821034,0.0573141176153223,0.100824072801326
"YJR010C-A",-0.453330436011298,4.50236388521055,0.0573216462571677,0.100824072801326
"YER149C",-0.447564028058963,4.63591342508386,0.0574113635846649,0.100951868746051
"YGL183C",-1.48307302881337,1.65373162890028,0.0575326951887322,0.101135162635689
"YGR058W",-0.456125550642181,4.60614390777193,0.0576394809920794,0.101244737906894
"YGL058W",-0.31511465158413,5.79919277891864,0.0576447592138117,0.101244737906894
"YGR210C",0.226743000980294,7.17995254942625,0.0576463616711722,0.101244737906894
"YPL216W",-0.442272763118855,4.96358955004891,0.0577170123961807,0.101338742536558
"YBR279W",-0.301135929661869,6.77604131753101,0.0578812676103351,0.101596992124103
"YOR001W",0.465398019592341,5.74754110985962,0.0579484802257657,0.101684803527834
"YMR073C",-0.402715372459757,5.02736319912164,0.0580613176717297,0.101852599070153
"YDL066W",-0.280822611248289,7.65198365209811,0.058093647175756,0.101879107984276
"YKL065W-A",-1.54089512742155,1.6877816081464,0.0582631049856879,0.102146012503797
"YDR307W",-0.300430316232232,5.79086423337334,0.0583675944121134,0.102298891035686
"YOL148C",-0.292661739349008,5.95139455206617,0.058493872633653,0.102489856195832
"YDL211C",-0.473765992243473,4.64540684346413,0.0586372329566699,0.102710629782302
"YNL270C",-0.656782832233533,3.34293028619104,0.0586613684877222,0.102722496993741
"YPR158C-C",-0.848633581559836,5.62296327350405,0.0587330111835029,0.102817522832185
"YLR357W",-0.261725686015721,6.15202340376374,0.0590395777046192,0.103323626524174
"YJL053W",-0.257871482322725,6.3574722255925,0.0591601392028988,0.103504004631447
"YNL158W",-0.333949562487483,5.22293514829079,0.0592196890662562,0.103577564352657
"YJL204C",-0.434797114586234,5.05513368222209,0.0593251988434753,0.103731442540438
"YDL213C",-0.306132636314259,6.99682634049964,0.0594957674918433,0.103998953101695
"YNL288W",-0.232924070848269,6.83051466463802,0.0595676441472314,0.104093842415584
"YML128C",-0.255094383987515,7.63110047407763,0.059664280659038,0.104231930516542
"YJR112W",-0.391127475382388,4.82306324442556,0.0598196026432579,0.104472428819409
"YDR366C",-0.351861616313933,7.49266600514241,0.0599502470829247,0.104669699613357
"YIL075C",-0.183816684919474,9.30229763424597,0.060068837008359,0.104845813739959
"YGR236C",-1.18756265560215,2.07445691318901,0.0601930317881202,0.10500975384912
"YNL122C",-0.573907440792291,4.19029065212232,0.0601982567274321,0.10500975384912
"YPL099C",-0.424400818674655,4.73575268097745,0.0604296367848351,0.105382304997309
"YDL141W",-0.298438654317117,5.99474305840332,0.0606373010859696,0.10571329125683
"YAL019W",0.333033103431069,6.03179800349461,0.060725518170872,0.105835903097806
"YKR092C",0.367470307370696,6.04504554199612,0.0608279982245616,0.105983293726364
"YNR070W",-0.355966775960041,5.11843733171548,0.0608860739281725,0.106052824168491
"YKL192C",-0.260551584183657,7.2961776330911,0.0609037513139312,0.106052824168491
"YKR026C",0.272364905467645,6.4785398198268,0.0611944188611808,0.10652761882954
"YHR175W-A",-0.861611466661853,3.31137650963483,0.0613673666066609,0.106797267121062
"YGL190C",-0.234456865356019,7.25139669927228,0.061388763064645,0.106803090577332
"YIL069C",0.24161713399593,8.87049212533605,0.0614091849597469,0.106807215581077
"YJR084W",-0.293073125008135,5.8363399927101,0.0614411742787936,0.106831451133594
"YER094C",-0.261805350977668,8.47729168079569,0.0616986310670912,0.107247591076374
"YGL140C",-0.22243060722587,6.75147320844552,0.0617568250512106,0.107317219920121
"YPL064C",-0.287325007040254,6.0839236271945,0.0618260439208322,0.107405960622303
"YGR119C",-0.257936158577613,6.96439447187103,0.0618581340005159,0.107430166974186
"YDR026C",-0.306175979310989,6.16094485108417,0.0618941779836188,0.10746122392285
"YHR218W",-1.19874286170787,3.79601185757239,0.0621766350191808,0.107909857583381
"YDR273W",-0.426382964308304,4.5088703357949,0.0621890509311019,0.107909857583381
"YGL213C",-0.27750142022583,6.51817321286505,0.0622094988709995,0.107913692412695
"YDR415C",-0.298302730737387,5.67511555887193,0.0622416214711163,0.107937770880596
"YNL092W",-0.480112813089897,4.39204850205259,0.0623579194774145,0.108107767227618
"YLR321C",-0.346140172223932,5.46630716845601,0.0624493881211973,0.108234630788847
"YGL196W",0.255135615994697,6.50939101384205,0.0627322202207863,0.108692985957948
"YLL063C",-0.422674170091544,4.5187393381289,0.0634094957471772,0.109834305133503
"YNL094W",-0.280856106974839,7.04404896621712,0.0634507462738058,0.109873592537931
"YPR181C",-0.180083481864417,8.50363580794463,0.0635435966460009,0.110002182959154
"YHR103W",-0.301954078796656,6.66691158015421,0.0636263151714791,0.110113163752454
"YDR438W",-0.476291173892284,4.98089626550439,0.0636542117215787,0.110129231215375
"YEL068C",-0.516283535645764,4.42444697031489,0.0638451632856182,0.110427311067233
"YBR261C",0.285035511120863,6.63752597385284,0.0638960894181041,0.110483097921368
"YLR218C",-0.290931045887581,6.3414010621976,0.063937763185876,0.110522858536614
"YBL068W",0.374259463591124,5.56955308220803,0.0640678526822406,0.11071538677594
"YMR292W",-0.622940095953531,5.10123495750927,0.0641814013142378,0.110879226737619
"YOR291W",-0.243981460389729,6.74683186041843,0.0645745575285858,0.111525877669773
"YNR020C",-0.291957272559281,5.54571338457104,0.0645937274017604,0.111526432750574
"YHR137W",0.396603704851282,4.71932952123349,0.064668845693712,0.111602436838117
"YHR184W",-0.809697264176376,2.66511594212825,0.0646754699878151,0.111602436838117
"YKL018W",-0.349764485155813,4.99337547534529,0.0650792769460191,0.112266496119415
"YKL127W",-0.223417092196001,7.14819076929956,0.0652776863044701,0.11257594574863
"YFR028C",-0.255588708905698,6.35218067261628,0.0653136024508774,0.11260506576394
"YDL194W",-0.256132466417469,6.15704610814532,0.0658557668839014,0.113506720842425
"YLR286C",0.14853603152466,10.2668684697974,0.0661051808439548,0.113903423137356
"YBR164C",-0.261854151891961,6.4126070855442,0.0662039926871768,0.114040472992729
"YLR165C",-0.444216800953921,4.52152078571482,0.0663699445010855,0.11426375107487
"YGL151W",-0.253833156936786,6.58270610931342,0.066372234653427,0.11426375107487
"YDR248C",-0.374297503864181,4.90766670337432,0.0663935764777855,0.114267246078841
"YNR048W",-0.449501237089797,4.85960953469837,0.0664257186661603,0.114289321706214
"YOR144C",-0.569248738174867,4.3069714501949,0.0667304164286154,0.114780195932592
"YBR272C",-0.334586672344493,5.11675950394346,0.0669431320712212,0.115112616235227
"YJL095W",-0.259673609489837,6.01709710028658,0.0670942369542383,0.115335391843277
"YNL004W",-0.19844820435343,7.32466753139715,0.0671116704607746,0.115335391843277
"YJL110C",-0.325495078883883,5.65040828377867,0.0672258665836478,0.115497431708992
"YBR158W",0.324322424158579,7.33918094116386,0.0672449978430757,0.115497431708992
"YDR196C",-0.254103785097605,6.38728190082897,0.067344294894267,0.11563441465159
"YBR102C",-0.33395909512814,5.52480131627929,0.0674869334668221,0.115845716658888
"YBL080C",-0.325905557344605,5.2794438206909,0.0676252927286794,0.116049552516124
"YMR315W-A",-1.24460023480919,1.85115160522661,0.0678204364277007,0.116318236213777
"YPR176C",-0.280408927598194,5.92344619561432,0.0678211787962699,0.116318236213777
"YDR382W",0.142410322202818,10.4721012458213,0.067864949418882,0.116336030526184
"YGL113W",-0.446280438693754,4.80010479953053,0.0678708766902799,0.116336030526184
"YIL018W",0.143185075315195,11.5490076718799,0.0682728352954895,0.11699112842265
"YMR246W",0.252782582753475,9.24455441736388,0.0683713988576291,0.117126105107293
"YJL035C",-0.310929984768262,5.26169759053064,0.0685649178317467,0.11742362338942
"YOR299W",-0.233555592651051,6.91081924645515,0.0687243093984569,0.117662540136189
"YGR030C",-0.751962531201777,4.11642817917801,0.0688887750544154,0.117910003470343
"YKL012W",-0.344264359608197,6.36753738770454,0.0689642098680388,0.117997863998812
"YDR411C",-0.249159376062251,6.42420016661399,0.0689799918154285,0.117997863998812
"YJR129C",0.535976710013703,4.20173959485295,0.0690212817769607,0.118034371177537
"YML080W",0.544213429753132,3.76052637561616,0.0696307821509999,0.119042281995801
"YGR216C",-0.340131916628782,5.59071166835471,0.0696737446398938,0.119058013284635
"YOL132W",-0.893824581723108,2.84572452107517,0.0696802264669073,0.119058013284635
"YJL209W",-0.432953208144309,5.04752423220799,0.0697081063496544,0.119071265955804
"YBR229C",-0.248329202183015,6.65323132688297,0.0697694752749835,0.119141698471018
"YGL133W",-0.263983215068616,6.20887124438305,0.0698423241091428,0.119211310310428
"YPR107C",-0.355131075217809,5.11154014844167,0.0698670790819839,0.119211310310428
"YPR069C",0.211611802342642,7.51611679616148,0.0698706817908677,0.119211310310428
"YLR361C-A",-0.471248731735625,4.64982277742254,0.0699074902238431,0.119239728928936
"YIL154C",-0.326358552422985,8.15596870572107,0.0699301016733254,0.119243922651604
"YML088W",-0.218158574461235,6.94264412888746,0.0700194776188128,0.119361927130658
"YER031C",-0.196418524005142,7.77169600738405,0.0700484712472956,0.119376959784058
"YGR006W",-0.488810478467676,4.25398251407989,0.0703453297135091,0.119848348953306
"YJL052C-A",-1.93886648722993,1.42599514360898,0.0703691444832226,0.119854412178246
"YKR085C",0.272343869670685,5.70349130474005,0.0706054105342337,0.12022221989383
"YLR199C",-0.342445454229515,5.22730099168956,0.0707662325329693,0.120461391800224
"YLR456W",-0.615798786397765,3.64855746486815,0.0709544254409393,0.120747004697739
"YLR412W",-0.353514495651559,5.66962467231005,0.0710280451468703,0.120837533966081
"YAL037W",-0.781769010189875,3.09075216267118,0.0713311019456284,0.121318232311665
"YGR224W",-0.270410940527101,5.56409108356082,0.0715531998553874,0.121661001018485
"YOL023W",-0.416817454435142,5.26474801193292,0.0716253112779911,0.121748625921251
"YKL033W",-0.445304894896898,4.99137339534157,0.0716955637246305,0.121779031256708
"YHR118C",-0.388600835655314,4.92717747480692,0.0716975140009483,0.121779031256708
"YPR071W",-0.594084978198674,4.26123486515257,0.0717049425212728,0.121779031256708
"YNR064C",-0.644237263546262,3.41752631640059,0.0717630159513137,0.121842687341154
"YJL092W",-0.25739653030142,6.22606322513442,0.0720373270708106,0.122273340297759
"YML060W",-0.56971193339462,3.78729111309115,0.0721936669380143,0.122497751455011
"YCR073W-A",-0.367408158600088,7.09699017763972,0.0722109442411825,0.122497751455011
"YHR156C",-0.619059433712381,3.71590361878034,0.0723706342429809,0.122733460250994
"YNR056C",0.523623755278352,4.50776795930867,0.0724200382671428,0.122782053417388
"YOL007C",0.295399688365147,5.88130601605698,0.0728162970613455,0.123407027126007
"YLR375W",-0.216774953632502,7.53737564898972,0.0728426464294,0.123407027126007
"YDR183W",-0.430612381751464,4.49123215042349,0.0728512330152343,0.123407027126007
"YCR031C",0.15442339450937,10.6503886755734,0.0729062098322698,0.123464809266611
"YIL131C",0.432898437408774,4.6199294220781,0.0730294575476595,0.123625193104969
"YHR204W",-0.266133064024314,6.22576917511245,0.0730427032440376,0.123625193104969
"YMR247W-A",-1.12282537831885,2.15091173899748,0.0731253950811339,0.123729757705196
"YAL034C",-0.276678866412357,6.09843785283277,0.0732117864432965,0.123840520407372
"YKL191W",0.229609948333267,6.648994019485,0.0732965711502936,0.123948502856898
"YMR199W",0.290564219551336,6.48352265000069,0.0733606736761782,0.124021458897699
"YJR103W",-0.279768412626852,7.7022315080749,0.0734968523730032,0.124216188372196
"YMR002W",-0.198407303782959,7.80520458551223,0.0736712891613064,0.124475447734852
"YBL024W",0.388032594074553,6.562660899826,0.0738228224187707,0.12469587218152
"YMR092C",-0.189560768137922,7.57540275787448,0.0738770916563324,0.124726883118254
"YML127W",-0.225931291472376,6.7115814685088,0.0738833404308737,0.124726883118254
"YGR126W",0.865831165664037,2.53643272924978,0.0740361929577187,0.124914359801004
"YIR024C",-0.403943792546369,4.7338835216999,0.074036616498584,0.124914359801004
"YHR079C",-0.311434361670731,6.11610801564389,0.0743440533849892,0.125397310113735
"YLR042C",-0.713796920570612,3.54648457528232,0.0744189939488407,0.125487941634452
"YLR094C",-0.28055056240313,5.94303130774432,0.074762000914272,0.12602453772677
"YGR089W",-0.477445091550172,6.16527845571151,0.0747798127359624,0.12602453772677
"YOL153C",0.27784996522124,6.05267942044781,0.074939088198734,0.126257000248266
"YDL061C",0.238612104809595,8.75623569065624,0.075092598379583,0.126479619872471
"YMR177W",0.375826487195375,5.23599519371638,0.0751283089952775,0.126503757633767
"YMR149W",-0.181877325719005,7.62963555266544,0.0751497860552332,0.126503921504642
"YML054C-A",-1.2195251994602,2.09980121081042,0.075311446228186,0.126739996397092
"YBR163W",-0.314308334072979,5.77186424167979,0.0754380141917197,0.126916897916521
"YGL262W",-1.46688315843912,1.46448211022304,0.0754875478646348,0.126964133233384
"YDR186C",0.270080261536991,7.34046828525626,0.0755269225999236,0.126994260023799
"YDR375C",-0.277570639991606,5.9360926849982,0.0756666289503691,0.127193023721402
"YGL247W",-0.485239073819458,4.47505452194298,0.0757920178240313,0.127367614162111
"YML020W",-0.390813255359406,5.81655773774881,0.0758181207025736,0.127375303860627
"YPL118W",-0.229285544099973,6.59668198815931,0.0759433555383811,0.127549484734772
"YDR155C",0.212471026445684,11.3342860890612,0.0762280048234521,0.127991232843464
"YDR082W",-0.465350586167911,4.49871117639657,0.076369615802948,0.128192628852778
"YJR135C",-0.630434916603854,3.61171114645628,0.0764213850108911,0.12824314665611
"YPL120W",-0.399302342670805,4.48201544222168,0.0765274769428974,0.128323257941593
"YCR067C",-0.207746538877318,7.02507637058447,0.076530217516584,0.128323257941593
"YLR022C",-0.432707387549162,5.159292191682,0.0765341857826402,0.128323257941593
"YHL003C",-0.249729547368575,6.90218683468999,0.076573567925358,0.128352918247689
"YNL002C",0.516170067482246,6.52116770948356,0.0767506772766553,0.128613355266488
"YNR065C",-0.280674233410177,6.07313965643234,0.0768287072094973,0.128707661539806
"YGL022W",-0.161930111595768,8.8312880914977,0.0768809726354351,0.128758764529824
"YPR029C",-0.229486351328811,6.9665327154763,0.0769796248198304,0.12887951702548
"YDR205W",-0.289181501019089,5.79228064833875,0.0769966355729377,0.12887951702548
"YLR256W-A",0.455707095080757,6.22240004715364,0.0771824670512477,0.12915403211036
"YDR161W",0.474873618705188,5.94885100334262,0.0772853509749306,0.12928963011554
"YDR184C",0.944654780595643,4.14568774810541,0.0773892313599067,0.129406623956195
"YBR260C",-0.28862608788524,5.66252076951204,0.0773990269023109,0.129406623956195
"YDL217C",-0.282287737512718,5.50821121825254,0.0775075265956351,0.129551422278636
"YNL162W-A",1.68761806275983,1.25665934946398,0.0777286260591222,0.129884292683374
"YDR527W",-0.291624483500928,6.17994193837426,0.0788490246049611,0.131719276845724
"YLR176C",-0.281412814709441,5.41714731703687,0.0789532077278851,0.131856090918966
"YPR192W",-0.617971475630017,4.24198151413125,0.0790186708489795,0.131901950723405
"YGL081W",-0.679914233983946,3.49879385169468,0.0790252518699458,0.131901950723405
"YNL113W",0.524531955131289,5.20309061041204,0.0790747364044856,0.131947325241213
"YKL170W",0.260078195687964,6.04175512858664,0.0792970181500268,0.132280929346972
"YBR107C",-0.337847079397565,4.98221025807298,0.0794490923855713,0.132497260328474
"YMR137C",-0.432473229577939,4.58460019546062,0.0800643410718657,0.133485687833821
"YPR082C",-0.362984560410712,5.21428691740478,0.0801517550009352,0.133580090037279
"YLR354C",-0.155319200901765,9.31140157498812,0.0801661145381747,0.133580090037279
"YIL073C",-0.420328180154653,4.76121142823674,0.0802642783141618,0.133706006414667
"YNR068C",-0.621315246835464,3.87257096370798,0.080342445591145,0.133763428769683
"YOR197W",0.276972896812357,7.97358137235205,0.080343962455206,0.133763428769683
"YOR219C",-0.213810347836423,6.80211855846067,0.0808859919030561,0.134627964582386
"YDL176W",-0.3411933874053,5.40526166334549,0.0809499059345318,0.134696454841008
"YAL039C",-0.236466152935641,7.86336169293523,0.0810373126930777,0.134803986281963
"YGR004W",-0.345489399133886,5.02402553304949,0.0812191499547951,0.135068496425667
"YER180C",-0.420344992628946,4.86366831474022,0.0812595024288181,0.135097633006833
"YDR244W",-0.257376954264055,6.2875541505601,0.0814347839025278,0.135351015829005
"YLR007W",-0.266264807606515,5.64485099853684,0.081919701326444,0.136118751122878
"YOR056C",0.422122173381409,6.04202670726133,0.0819603138922724,0.136148000365125
"YKL011C",-0.474680230467109,4.41395335671232,0.0820137914123575,0.13619859775103
"YLR398C",-0.208319699311071,6.71869418893447,0.0821066801838437,0.136289691186679
"YJL062W-A",-0.254797590025155,6.31362303876451,0.0821147116918218,0.136289691186679
"YPL100W",-0.273518735103443,5.88784890148013,0.0821820803492941,0.13636325558799
"YCR105W",-0.497287220334808,4.09123102750386,0.0823945376763951,0.136677454284057
"YDR288W",-0.396270044404613,4.63891086232922,0.0825749946474174,0.1369384090047
"YOL058W",-0.360715970358554,6.58404220366813,0.0826130777094265,0.136963177586628
"YOL075C",-0.302959454678036,5.35751261647213,0.0827594527880784,0.137095906553692
"YNR014W",0.229967213044611,6.72468267271861,0.0827597238970146,0.137095906553692
"YDR014W",-0.570833023805061,3.79061282877228,0.0827626463089046,0.137095906553692
"YOR217W",-0.241800120586053,6.76794553993574,0.082800017781913,0.1371194249134
